Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.0275914669036865	0	17.05	6.7117434	43.0	9.0	17.05	6.711743439673479	1023	1023
4.014349937438965	1	31.5	18.830904	87.0	10.0	31.5	18.83090388633723	1071	2094
4.796995639801025	2	42.083332	19.023924	101.0	17.0	42.083333333333336	19.02392499517968	1010	3104
5.582256317138672	3	51.6	21.20236	111.0	25.0	51.6	21.202358359390118	1032	4136
6.335702896118164	4	63.0	18.950594	113.0	26.0	63.0	18.950593658247225	1008	5144
7.05426025390625	5	75.14286	36.88371	186.0	37.0	75.14285714285714	36.88371135427272	1052	6196
7.993707656860352	6	98.75	34.508755	197.0	61.0	98.75	34.50875492779574	1185	7381
8.728315353393555	7	102.7	50.73273	200.0	35.0	102.7	50.732731052053566	1027	8408
9.443028926849365	8	101.3	42.377	187.0	41.0	101.3	42.376998477947915	1013	9421
10.219557285308838	9	101.6	40.83675	166.0	31.0	101.6	40.836748156531755	1016	10437
10.91702675819397	10	143.28572	29.14846	200.0	113.0	143.28571428571428	29.148458845387083	1003	11440
11.650881290435791	11	151.14285	41.03806	200.0	88.0	151.14285714285714	41.0380609797733	1058	12498
12.43683910369873	12	187.16667	19.531315	200.0	149.0	187.16666666666666	19.531313888784396	1123	13621
13.251710653305054	13	194.83333	6.7433095	200.0	182.0	194.83333333333334	6.743309441381303	1169	14790
14.070855379104614	14	170.42857	36.34697	200.0	112.0	170.42857142857142	36.34696742255572	1193	15983
14.892852067947388	15	166.85715	32.655907	200.0	104.0	166.85714285714286	32.65590548836927	1168	17151
15.675187826156616	16	131.5	49.67897	200.0	71.0	131.5	49.678969393496885	1052	18203
16.423112154006958	17	105.1	47.884132	197.0	39.0	105.1	47.884130983030275	1051	19254
17.14016604423523	18	91.545456	30.455225	148.0	46.0	91.54545454545455	30.455223873040644	1007	20261
17.86402416229248	19	86.5	38.018635	172.0	35.0	86.5	38.01863578124111	1038	21299
18.582950830459595	20	94.36364	55.488365	200.0	17.0	94.36363636363636	55.48836524611218	1038	22337
19.332774877548218	21	96.90909	56.130455	200.0	14.0	96.9090909090909	56.130456074875724	1066	23403
20.052035093307495	22	131.5	73.82919	200.0	18.0	131.5	73.82919476738182	1052	24455
20.849449634552002	23	181.0	30.232433	200.0	119.0	181.0	30.23243291566195	1086	25541
21.678629159927368	24	200.0	0.0	200.0	200.0	200.0	0.0	1200	26741
22.51321506500244	25	200.0	0.0	200.0	200.0	200.0	0.0	1200	27941
23.359403371810913	26	200.0	0.0	200.0	200.0	200.0	0.0	1200	29141
24.187333822250366	27	200.0	0.0	200.0	200.0	200.0	0.0	1200	30341
25.015661001205444	28	200.0	0.0	200.0	200.0	200.0	0.0	1200	31541
25.890732765197754	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	32741
26.713635683059692	30	200.0	0.0	200.0	200.0	200.0	0.0	1200	33941
27.55065679550171	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	35141
28.39421582221985	32	200.0	0.0	200.0	200.0	200.0	0.0	1200	36341
29.237759351730347	33	200.0	0.0	200.0	200.0	200.0	0.0	1200	37541
30.062190532684326	34	200.0	0.0	200.0	200.0	200.0	0.0	1200	38741
30.952606678009033	35	200.0	0.0	200.0	200.0	200.0	0.0	1200	39941
31.780874490737915	36	200.0	0.0	200.0	200.0	200.0	0.0	1200	41141
32.617958545684814	37	200.0	0.0	200.0	200.0	200.0	0.0	1200	42341
33.46186900138855	38	200.0	0.0	200.0	200.0	200.0	0.0	1200	43541
34.30537271499634	39	200.0	0.0	200.0	200.0	200.0	0.0	1200	44741
35.164931774139404	40	200.0	0.0	200.0	200.0	200.0	0.0	1200	45941
36.07136273384094	41	200.0	0.0	200.0	200.0	200.0	0.0	1200	47141
36.92845129966736	42	200.0	0.0	200.0	200.0	200.0	0.0	1200	48341
37.85139536857605	43	200.0	0.0	200.0	200.0	200.0	0.0	1200	49541
